Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Album,Genre,Ownership,Ratio,Match Policy,,Refrence File
US2S71202003,Item not in CMS
US2S71202004,Item not in CMS
US2S71203001,A635266826135472,US2S71203001,"Beginnings",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203002,A873532985606556,US2S71203002,"Pluze",none,none,893981001575,"Chrome Canyon",none,"ingrooves-100","ingrooves-exclude",,"",no status
US2S71203002,A801387878528636,US2S71203002,"Pluze",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203003,A709703352681715,US2S71203003,"Legends",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203004,A110178575636156,US2S71203004,"Branches",none,none,none,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71203004,A745016351534321,US2S71203004,"Branches",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203006,A251558945800232,US2S71203006,"Cave of Light",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203005,A574529385655652,US2S71203005,"Elemental Themes",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203007,A465260436075402,US2S71203007,"Generations",none,none,none,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71203007,A223139779745741,US2S71203007,"Generations",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203008,A619763314772225,US2S71203008,"Chasing the Dead",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203009,A649814755979979,US2S71203009,"Sacred Mountain",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203010,A766775098971045,US2S71203010,"Memories of a Scientist",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203011,A328125462662121,US2S71203011,"Signs from an Old World",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203012,A603711220446544,US2S71203012,"Carfire On the Highway",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71203013,A930556028218806,US2S71203013,"Who Speaks for Earth",Elemental Themes,none,659457230333,"Chrome Canyon",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71306001,A768818541065114,US2S71306001,"Untitled",none,none,none,"Untitled",none,"","",,"",
US2S71306002,A445963235737722,US2S71306002,"Visions",none,none,none,"The Cyclist",none,"","",,"",
US2S71306003,A448298702170951,US2S71306003,"Into The Night",none,none,none,"Davis",none,"","",,"",
US2S71306004,A806137139364006,US2S71306004,"Lions Dream",none,none,none,"Dak",none,"","",,"",
US2S71306005,A209424735540052,US2S71306005,"Labelle Gross",none,none,none,"Oscar McClure",none,"","",,"",
US2S71306006,A122762834216360,US2S71306006,"You & Me Both (Live Arthur Russell Tribute)",none,none,none,"Julia Holter",none,"","",,"",
US2S71306007,A752668145446714,US2S71306007,"Sisters (edit)",none,none,none,"Odd Nosdam",none,"","",,"",
US2S71306008,A239614825805873,US2S71306008,"Right Off",none,none,none,"Sun Araw",none,"","",,"",
US2S71306009,A674429267273943,US2S71306009,"Glue Suit",none,none,none,"Dem Hunger",none,"","",,"",
US2S71306010,A465285014049291,US2S71306010,"Bardo States Dream Walker Version",none,none,none,"Run DMT",none,"","",,"",
US2S71306011,A532259257598751,US2S71306011,"Purple Hay",none,none,none,"Trance Farmers",none,"","",,"",
US2S71306012,A539017843817163,US2S71306012,"Atimo",none,none,none,"Yuk",none,"","",,"",
US2S71306013,A825209777729852,US2S71306013,"Beacon",none,none,none,"SoundWizard BZB",none,"","",,"",
US2S71306014,A320476379112897,US2S71306014,"Sadnis",none,none,none,"Knx.",none,"","",,"",
US2S71306015,A833852746548232,US2S71306015,"Conga Dawn",none,none,none,"Ssaliva",none,"","",,"",
US2S71306016,A664846902628820,US2S71306016,"Cooked Love, Lady Bomb (Radio Bomb)",none,none,none,"Dream Love",none,"","",,"",
US2S71306017,A910025295349704,US2S71306017,"Windy Windy",none,none,none,"Dntel",none,"","",,"",
US2S71306018,A306020393335114,US2S71306018,"Peace",none,none,none,"Lapti",none,"","",,"",
US2S71306019,A164240370368010,US2S71306019,"Hawk Wind",none,none,none,"Semya",none,"","",,"",
US2S71307001,A903963333302481,US2S71307001,"Paper and Pen",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307002,A875630313708034,US2S71307002,"Hard Time",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307003,A265805541489695,US2S71307003,"Revolution",none,none,659457230739,"Little Harry (Dub Club)",Reggae,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307003,A626926933922047,US2S71307003,"Revolution",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100&Indmusic,DominoRecordingCo-100,100","Indmusic-exclude&Indmusic,DominoRecordingCo-exclude,include",monetize,"AD&AE&AF&AG&AI&AL&AM&AO&AQ&AR&AS&AT&AW&AX&AZ&BA&BB&BD&BE&BF&BG&BH&BI&BJ&BM&BN&BO&BR&BS&BT&BV&BW&BY&BZ&CC&CD&CF&CG&CH&CI&CK&CL&CM&CN&CO&CR&CU&CV&CX&CY&CZ&DE&DJ&DK&DM&DO&DZ&EC&EE&EG&EH&ER&ES&ET&FI&FJ&FK&FM&FO&FR&GA&GB&GD&GE&GF&GG&GH&GI&GL&GM&GN&GP&GQ&GR&GS&GT&GU&GW&GY&HK&HM&HN&HR&HT&HU&ID&IE&IL&IM&IN&IO&IQ&IR&IS&IT&JE&JM&JO&JP&KE&KG&KH&KI&KM&KN&KP&KR&KW&KY&KZ&LA&LB&LC&LI&LK&LR&LS&LT&LU&LV&LY&MA&MC&MD&MG&MH&MK&ML&MM&MN&MO&MP&MQ&MR&MS&MT&MU&MV&MW&MX&MY&MZ&NA&NC&NE&NF&NG&NI&NL&NO&NP&NR&NU&OM&PA&PE&PF&PG&PH&PK&PL&PM&PN&PR&PS&PT&PW&PY&QA&RE&RO&RU&RW&SA&SB&SC&SD&SE&SG&SH&SI&SJ&SK&SL&SM&SN&SO&SR&ST&SV&SY&SZ&TC&TD&TF&TG&TH&TJ&TK&TL&TM&TN&TO&TR&TT&TV&TW&TZ&UA&UG&UM&UY&UZ&VA&VC&VE&VG&VI&VN&VU&WF&WS&YE&YT&ZA&ZM&ZW",TRUE
US2S71307004,A430430947476605,US2S71307004,"Bring the Sensi Come",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307005,A769354203266524,US2S71307005,"Wicked Dem Drop",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307006,A341120344048154,US2S71307006,"Every Herbs Man Is a Star",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307007,A261570280667993,US2S71307007,"Around the World",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307008,A869492561310000,US2S71307008,"Hey Mr. Big Man",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307009,A311146260493622,US2S71307009,"Rolling Stone",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307010,A431279518266292,US2S71307010,"Can't Stop the Ras",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307012,A921254564004819,US2S71307012,"Sensimilla",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307011,A445774108287190,US2S71307011,"Gimmie Gimmie",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307013,A324887061834018,US2S71307013,"Chant Down Babylon",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307014,A260730522450727,US2S71307014,"Ride Riddim",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307016,A647447917441110,US2S71307016,"Meditation Trance",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307015,A946117819006590,US2S71307015,"Hear Me Now Star",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307017,A561728432602596,US2S71307017,"Black Shadow",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307018,A615970335810472,US2S71307018,"Selassiel Rule",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307019,A954807708865576,US2S71307019,"Healing of the Nation",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71307020,A701562323053272,US2S71307020,"Satta",Foundation Come Again,none,659457230739,"Dub Club",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71208001,Item not in CMS
US2S71208002,Item not in CMS
US2S71208003,Item not in CMS
US2S71208004,Item not in CMS
US2S71311001,A662603705241340,US2S71311001,"Love You To Death",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311002,A968920031437363,US2S71311002,"One Orange (Revisited)",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311003,A847207027300764,US2S71311003,"If You're Feeling Down Part 1",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311004,A137452683018400,US2S71311004,"You And I",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311005,A358206705528045,US2S71311005,"Interlude",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311006,A532513612827901,US2S71311006,"If You're Feeling Down Part 2",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311007,A665778794652311,US2S71311007,"Let's Do This Thing",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71311008,A620980255934564,US2S71311008,"Lamentations",Crow44,none,659457512231,"Crow44",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313001,A856051712733986,US2S71313001,"Memoirs of Grey",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313002,A652986417959951,US2S71313002,"The Lottery",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313003,A135133823428692,US2S71313003,"Desert in the Dark",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313004,A307157138619336,US2S71313004,"Insecure Troubadour",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313005,A955318579905497,US2S71313005,"Sweet Salvation",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313006,A434081417663445,US2S71313006,"Symmetry",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313007,A174347471985095,US2S71313007,"Moving Pictures",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313009,A851524617083668,US2S71313009,"Brutal Honesty",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71313011,Item not in CMS
US2S71313010,A153066846028604,US2S71313010,"The Art of Forgetting",Troubadour,none,659457231330,"The Stepkids",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314001,A844255901911201,US2S71314001,"Turn Back",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314002,A577664339512402,US2S71314002,"On Broadway",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314003,A672101865600642,US2S71314003,"If I Gave You My Love",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314004,A342225481937706,US2S71314004,"Everyday Love",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314005,A152751528630340,US2S71314005,"I Can't Let You Get Away",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314006,A116109913366363,US2S71314006,"Cold Game",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314007,A852158404879073,US2S71314007,"Do It Do It Disco",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314007,A815472188725214,US2S71314007,"Myron & E - Do It Disco",none,none,659457231439,"Myron & E",Soul,"Indmusic-100","Indmusic-exclude",track,"",TRUE
US2S71314008,A935487555899349,US2S71314008,"Back N Forth",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314009,A413186002073142,US2S71314009,"Going in Circles",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71314010,A458828586513507,US2S71314010,"They Don't Know",Broadway,none,659457231439,"Myron & E",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71315001,Item not in CMS
US2S71315002,Item not in CMS
US2S71315003,Item not in CMS
US2S71315004,A622805257944827,US2S71315004,"In The City",none,none,none,"Anika",Alternative,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71315005,Item not in CMS
US2S71315006,Item not in CMS
US2S71216001,Item not in CMS
US2S71216002,Item not in CMS
US2S71216003,Item not in CMS
US2S71216004,Item not in CMS
US2S71216005,Item not in CMS
US2S71216006,Item not in CMS
US2S71216007,Item not in CMS
US2S71216008,Item not in CMS
US2S71216009,Item not in CMS
US2S71356001,A835163740544356,US2S71356001,"Dub Me Now Star",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356002,A767000623253832,US2S71356002,"Majesty Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356003,A529674435023598,US2S71356003,"Dub and Come Over",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356004,A642118076419627,US2S71356004,"Beware Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356005,A761016811608160,US2S71356005,"Chant Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356006,A446568077326476,US2S71356006,"Dub of Kings",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356007,A376007691153445,US2S71356007,"Mr Big Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356008,A316800427301526,US2S71356008,"Keep On Dubbing",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356009,A601969012993175,US2S71356009,"Bring the Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356010,A531843810176106,US2S71356010,"Bonus Beat",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356011,A158751579373194,US2S71356011,"Gimmie Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356012,A461766496162306,US2S71356012,"Bring the Dub Again",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356013,A917889638847828,US2S71356013,"Mystic Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356014,A162502833372803,US2S71356014,"Black Shadow Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356015,A449319088549439,US2S71356015,"Covenant in Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356016,A400775556805877,US2S71356016,"Every Dub Is a Star",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356017,A816343931866684,US2S71356017,"Ain't Too Proud to Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356018,A755835528522640,US2S71356018,"Music Music Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356019,A671999715411494,US2S71356019,"Hard Time Dub",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71356020,A558708264137579,US2S71356020,"Rootsman Party",Signs & Wonder in Dub: Dub Club (Vol. 1),none,659457305635,"Dub Club",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71319001,A303728493012430,US2S71319001,"My Brothers",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71319002,A559574590957860,US2S71319002,"Oh, the Horror",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71319003,A717633337526121,US2S71319003,"Lonely People",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71319004,Item not in CMS
US2S71319005,A938511513287045,US2S71319005,"Moon",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"ingrooves-100&ingrooves,Indmusic-100,100","ingrooves-exclude&ingrooves,Indmusic-exclude,exclude",monetize,"VU&VN&EC&VI&DZ&VG&VE&DM&VC&DO&VA&DE&UZ&UY&DK&DJ&US&UM&UG&UA&ET&ES&ER&EH&EG&TZ&EE&TT&TW&TV&GD&GE&GF&GA&GB&FR&FO&FK&FJ&FM&FI&WS&GY&GW&GU&GT&GS&GR&GQ&WF&GP&GN&GM&GL&GI&GH&GG&RE&RO&AT&AS&AR&AQ&AX&QA&AW&AU&AZ&BA&PT&AD&PW&AG&PR&AE&PS&AF&AL&AI&AO&PY&AM&TG&BW&TF&BV&BY&TD&TK&BS&TJ&BR&TH&BT&TO&TN&TM&TL&CA&TR&BZ&BF&SV&BG&SS&BH&ST&BI&SY&BB&SZ&BD&SX&BE&BN&BO&BQ&BJ&TC&BL&BM&SD&CZ&SC&CY&CX&SE&CW&SH&CV&SG&CU&SJ&SI&SL&SK&SN&SM&SO&SR&CI&RS&CG&RU&CH&RW&CF&CC&CD&CR&CO&CM&CN&SA&CK&SB&CL&LV&LU&LT&LY&LS&LR&MG&MH&ME&MF&MK&ML&MC&MD&MA&MV&MU&MX&MW&MZ&MY&MN&MM&MP&MO&MR&MQ&MT&MS&NF&NG&NI&NL&NA&NC&NE&NZ&NU&NR&NP&NO&OM&PL&PM&PN&PH&PK&PE&PF&PG&PA&HK&ZA&HN&HM&HR&HT&HU&ZM&ZW&ID&IE&IL&IM&IN&IO&IQ&IR&YE&IS&IT&JE&YT&JP&JO&JM&KI&KH&KG&KE&KP&KR&KM&KN&KW&KY&KZ&LA&LC&LB&LI&LK",TRUE
US2S71319006,A719309671922575,US2S71319006,"Men Are Mortal",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71319007,A226532392909076,US2S71319007,"Peace & Love",none,none,none,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71319007,A733199289977877,US2S71319007,"Peace & Love",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71319008,A775853678481117,US2S71319008,"I",Kool Herc: Fertile Crescent,none,659457231934,"Homeboy Sandman",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71322001,A751968808270898,US2S71322001,"Branches",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322002,A145578937145569,US2S71322002,"Branches",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322003,A224115853108239,US2S71322003,"Generations",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322004,A530631718603544,US2S71322004,"Generations",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322005,A914799714261187,US2S71322005,"Memories of a Scientist",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322006,A113238584037789,US2S71322006,"Memories of a Scientist",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322007,A533939108924946,US2S71322007,"Memories of a Scientist",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322008,A106654992370720,US2S71322008,"Car Fire",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322009,A860928736387795,US2S71322009,"Car Fire on the Highway",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322010,A923857517128282,US2S71322010,"Chasing the Dead",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71322011,A225418178108562,US2S71322011,"Chasing the Dead",none,none,none,"Chrome Canyon",none,"","",,"",
US2S71323001,A970547657954630,US2S71323001,"I'm Not Myself",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323002,A827310490284735,US2S71323002,"What's Love",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323003,A246187980749327,US2S71323003,"Crying",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323004,A123912698650809,US2S71323004,"Keep The Wolf",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323005,A528312157358274,US2S71323005,"As a Man",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323006,A446092177987101,US2S71323006,"It's Over",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323007,A508664521348290,US2S71323007,"High Water",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323008,A206735308139602,US2S71323008,"Oh Well",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323009,A742170061973331,US2S71323009,"Some Things",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323010,A274438923510000,US2S71323010,"I'm to Blame",Boardwalk,none,659457232337,"Boardwalk",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71323010,A976582227939424,US2S71323010,"I'm to Blame",none,none,887158503627,"Boardwalk",Alternative & Punk,"","",,"",
US2S71325001,A776450204039435,US2S71325001,"After the Calm",Rap Album One,none,659457232535,"Jonwayne",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71325002,A670670719281476,US2S71325002,"You Can Love Me When I'm Dead",Rap Album One,none,659457232535,"Jonwayne",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71325003,A130299205026557,US2S71325003,"Find Me in the Future",Rap Album One,none,659457232535,"Jonwayne",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71325004,A140030817081796,US2S71325004,"The Come Up Pt. 1",Rap Album One,none,659457232535,"Jonwayne feat. Scoop Deville",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71325005,A361078534448404,US2S71325005,"The Come Up Pt. 2",Rap Album One,none,659457232535,"Jonwayne",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",TRUE
US2S71325006,A218016456155999,US2S71325006,"Yung Grammar",Rap Album One,none,659457232535,"Jonwayne",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71325007,A846240549075642,US2S71325007,"Reflection",Rap Album One,none,659457232535,"Jonwayne",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
